1.87	3.60	4.55	51.80%	26.91%	21.29%	96.87%	0.95	0.98	1.01
1.88	3.55	4.10	50.30%	26.64%	23.06%	94.56%	0.95	0.96	0.91
1.95	3.35	4.00	48.32%	28.13%	23.56%	94.22%	0.99	0.91	0.89
1.87	3.40	4.25	50.25%	27.64%	22.11%	93.97%	0.95	0.92	0.94
1.95	3.40	4.10	48.80%	27.99%	23.21%	95.16%	0.99	0.92	0.91
1.90	3.60	4.20	50.50%	26.65%	22.85%	95.95%	0.96	0.98	0.93
1.94	3.54	3.79	48.55%	26.60%	24.85%	94.18%	0.98	0.96	0.84
1.83	3.60	4.50	52.22%	26.54%	21.24%	95.56%	0.93	0.98	1.00
1.85	3.50	4.50	51.55%	27.25%	21.19%	95.38%	0.94	0.95	1.00
1.78	3.48	4.10	51.40%	26.29%	22.31%	91.49%	0.90	0.94	0.91
1.86	3.75	4.34	51.96%	25.77%	22.27%	96.64%	0.94	1.02	0.96
1.90	3.15	4.20	48.65%	29.34%	22.01%	92.43%	0.96	0.86	0.93
1.81	3.50	4.31	51.62%	26.70%	21.68%	93.44%	0.92	0.95	0.96
1.81	3.50	4.31	51.62%	26.70%	21.68%	93.44%	0.92	0.95	0.96
1.81	3.50	4.31	51.62%	26.70%	21.68%	93.44%	0.92	0.95	0.96
2.01	3.25	3.75	46.42%	28.71%	24.88%	93.29%	1.02	0.88	0.83
1.87	3.55	4.20	50.71%	26.71%	22.58%	94.83%	0.95	0.96	0.93
1.90	3.70	4.80	52.37%	26.89%	20.73%	99.51%	0.96	1.00	1.07
1.80	3.60	4.50	52.63%	26.32%	21.05%	94.74%	0.91	0.98	1.00
1.84	3.56	4.30	51.42%	26.58%	22.00%	94.61%	0.93	0.97	0.95
1.85	3.55	4.35	51.38%	26.77%	21.85%	95.05%	0.94	0.96	0.97
1.83	3.70	4.50	52.60%	26.01%	21.39%	96.25%	0.93	1.00	1.00
1.90	3.45	3.80	48.76%	26.86%	24.38%	92.65%	0.96	0.94	0.84
1.80	3.50	4.50	52.24%	26.87%	20.90%	94.03%	0.91	0.95	1.00
1.82	3.40	4.60	51.79%	27.72%	20.49%	94.25%	0.92	0.92	1.02
1.80	3.40	4.50	51.83%	27.44%	20.73%	93.29%	0.91	0.92	1.00
1.80	3.50	4.30	51.74%	26.61%	21.66%	93.12%	0.91	0.95	0.95
1.77	3.72	4.75	54.10%	25.74%	20.16%	95.76%	0.90	1.01	1.05
1.85	3.60	4.60	52.19%	26.82%	20.99%	96.55%	0.94	0.98	1.02
1.89	3.60	4.50	51.41%	26.99%	21.59%	97.17%	0.96	0.98	1.00
1.83	3.50	4.50	51.83%	27.10%	21.08%	94.84%	0.93	0.95	1.00
1.85	3.60	4.60	52.19%	26.82%	20.99%	96.55%	0.94	0.98	1.02
1.90	3.50	4.05	49.70%	26.98%	23.32%	94.43%	0.96	0.95	0.90
1.87	3.50	4.20	50.52%	26.99%	22.49%	94.47%	0.95	0.95	0.93
1.91	3.60	4.50	51.15%	27.14%	21.71%	97.70%	0.97	0.98	1.00
1.88	3.60	4.05	50.34%	26.29%	23.37%	94.64%	0.95	0.98	0.90
1.98	3.38	4.00	48.06%	28.15%	23.79%	95.16%	1.00	0.92	0.89
1.95	3.35	3.90	48.03%	27.96%	24.01%	93.66%	0.99	0.91	0.87
1.84	3.66	4.23	51.61%	25.94%	22.45%	94.96%	0.93	0.99	0.94
1.80	3.40	4.30	51.33%	27.18%	21.49%	92.40%	0.91	0.92	0.95
1.80	3.50	4.60	52.48%	26.99%	20.53%	94.46%	0.91	0.95	1.02
1.83	3.34	3.93	49.66%	27.21%	23.13%	90.88%	0.93	0.91	0.87
1.83	3.72	4.85	53.50%	26.32%	20.19%	97.90%	0.93	1.01	1.08
1.87	3.60	4.60	51.92%	26.97%	21.11%	97.09%	0.95	0.98	1.02
2.00	3.40	4.05	48.03%	28.25%	23.72%	96.06%	1.01	0.92	0.90
1.85	3.50	4.50	51.55%	27.25%	21.19%	95.38%	0.94	0.95	1.00
1.85	3.50	4.50	51.55%	27.25%	21.19%	95.38%	0.94	0.95	1.00
1.80	3.50	4.35	51.87%	26.67%	21.46%	93.36%	0.91	0.95	0.97
1.80	3.55	4.35	52.06%	26.40%	21.54%	93.71%	0.91	0.96	0.97
1.89	3.45	4.10	49.78%	27.27%	22.95%	94.09%	0.96	0.94	0.91
1.85	3.60	4.60	52.19%	26.82%	20.99%	96.55%	0.94	0.98	1.02
1.85	3.50	4.25	50.92%	26.91%	22.17%	94.20%	0.94	0.95	0.94
1.83	3.60	4.65	52.58%	26.73%	20.69%	96.22%	0.93	0.98	1.03
1.91	3.60	4.60	51.39%	27.27%	21.34%	98.16%	0.97	0.98	1.02
1.80	3.60	4.60	52.87%	26.44%	20.69%	95.17%	0.91	0.98	1.02
1.90	3.50	4.10	49.84%	27.06%	23.10%	94.70%	0.96	0.95	0.91
1.96	3.35	3.85	47.75%	27.94%	24.31%	93.59%	0.99	0.91	0.85
1.84	3.66	4.23	51.61%	25.94%	22.45%	94.96%	0.93	0.99	0.94
1.92	3.50	4.10	49.58%	27.20%	23.22%	95.20%	0.97	0.95	0.91
1.80	3.55	4.40	52.19%	26.46%	21.35%	93.94%	0.91	0.96	0.98
1.95	3.35	3.85	47.88%	27.87%	24.25%	93.36%	0.99	0.91	0.85
1.77	3.72	4.75	54.10%	25.74%	20.16%	95.76%	0.90	1.01	1.05
1.83	3.55	4.40	51.78%	26.69%	21.53%	94.75%	0.93	0.96	0.98
1.80	3.55	4.40	52.19%	26.46%	21.35%	93.94%	0.91	0.96	0.98
1.83	3.60	4.50	52.22%	26.54%	21.24%	95.56%	0.93	0.98	1.00
1.77	3.40	4.35	51.88%	27.01%	21.11%	91.83%	0.90	0.92	0.97
1.84	3.55	4.60	52.13%	27.02%	20.85%	95.92%	0.93	0.96	1.02
1.90	3.30	4.25	49.44%	28.46%	22.10%	93.93%	0.96	0.90	0.94
1.88	3.61	4.34	51.18%	26.65%	22.17%	96.22%	0.95	0.98	0.96
1.87	3.55	4.30	50.98%	26.85%	22.17%	95.33%	0.95	0.96	0.95
1.85	3.36	3.96	49.56%	27.29%	23.15%	91.69%	0.94	0.91	0.88
1.87	3.55	4.20	50.71%	26.71%	22.58%	94.83%	0.95	0.96	0.93
1.87	3.40	4.40	50.63%	27.85%	21.52%	94.68%	0.95	0.92	0.98
1.87	3.55	4.20	50.71%	26.71%	22.58%	94.83%	0.95	0.96	0.93
1.85	3.50	4.40	51.31%	27.12%	21.57%	94.92%	0.94	0.95	0.98
1.77	3.72	4.75	54.10%	25.74%	20.16%	95.76%	0.90	1.01	1.05
1.82	3.57	4.75	52.83%	26.93%	20.24%	96.15%	0.92	0.97	1.05
1.90	3.40	4.30	49.98%	27.93%	22.09%	94.97%	0.96	0.92	0.95
1.85	3.60	3.95	50.45%	25.92%	23.63%	93.33%	0.94	0.98	0.88
1.90	3.45	3.85	48.92%	26.94%	24.14%	92.94%	0.96	0.94	0.85
1.95	3.20	3.55	46.32%	28.23%	25.45%	90.33%	0.99	0.87	0.79
1.90	3.70	4.60	51.91%	26.65%	21.44%	98.62%	0.96	1.00	1.02
1.90	3.30	4.40	49.81%	28.68%	21.51%	94.64%	0.96	0.90	0.98
1.85	3.65	4.40	51.89%	26.30%	21.82%	95.99%	0.94	0.99	0.98
1.78	3.58	4.50	52.83%	26.27%	20.90%	94.04%	0.90	0.97	1.00
1.80	3.50	4.50	52.24%	26.87%	20.90%	94.03%	0.91	0.95	1.00
1.96	3.50	3.90	48.48%	27.15%	24.37%	95.03%	0.99	0.95	0.87
1.74	3.39	3.72	50.48%	25.91%	23.61%	87.83%	0.88	0.92	0.83
1.82	3.50	4.50	51.96%	27.02%	21.02%	94.57%	0.92	0.95	1.00
1.87	3.50	4.20	50.52%	26.99%	22.49%	94.47%	0.95	0.95	0.93
1.90	3.52	4.05	49.78%	26.87%	23.35%	94.58%	0.96	0.96	0.90
1.75	3.40	4.50	52.53%	27.04%	20.43%	91.93%	0.89	0.92	1.00
1.77	3.50	4.70	53.13%	26.87%	20.01%	94.03%	0.90	0.95	1.04
1.77	3.72	4.75	54.10%	25.74%	20.16%	95.76%	0.90	1.01	1.05
1.80	3.55	4.35	52.06%	26.40%	21.54%	93.71%	0.91	0.96	0.97
1.80	3.60	4.33	52.20%	26.10%	21.70%	93.96%	0.91	0.98	0.96
1.83	3.50	4.50	51.83%	27.10%	21.08%	94.84%	0.93	0.95	1.00
2.00	3.45	3.80	47.48%	27.53%	24.99%	94.97%	1.01	0.94	0.84
1.91	3.40	4.20	49.59%	27.86%	22.55%	94.72%	0.97	0.92	0.93
1.91	3.61	4.51	51.21%	27.10%	21.69%	97.82%	0.97	0.98	1.00
1.88	3.45	4.40	50.70%	27.63%	21.66%	95.33%	0.95	0.94	0.98
1.95	3.35	3.95	48.18%	28.04%	23.78%	93.94%	0.99	0.91	0.88
1.85	3.60	4.40	51.70%	26.57%	21.74%	95.64%	0.94	0.98	0.98
2.00	3.30	3.60	46.26%	28.04%	25.70%	92.52%	1.01	0.90	0.80
1.80	2.90	3.15	45.62%	28.31%	26.07%	82.11%	0.91	0.79	0.70
1.85	3.10	3.00	45.18%	26.96%	27.86%	83.58%	0.94	0.84	0.67
1.80	3.45	4.20	51.27%	26.75%	21.97%	92.29%	0.91	0.94	0.93
1.87	3.40	4.25	50.25%	27.64%	22.11%	93.97%	0.95	0.92	0.94
2.02	3.35	3.75	46.69%	28.16%	25.15%	94.32%	1.02	0.91	0.83
1.89	3.64	4.72	52.09%	27.05%	20.86%	98.46%	0.96	0.99	1.05
1.80	2.90	3.15	45.62%	28.31%	26.07%	82.11%	0.91	0.79	0.70
1.80	3.50	4.50	52.24%	26.87%	20.90%	94.03%	0.91	0.95	1.00
1.78	3.58	4.50	52.83%	26.27%	20.90%	94.04%	0.90	0.97	1.00
1.85	3.50	4.40	51.31%	27.12%	21.57%	94.92%	0.94	0.95	0.98
1.86	3.55	4.55	51.74%	27.11%	21.15%	96.24%	0.94	0.96	1.01
1.91	3.37	4.15	49.33%	27.96%	22.71%	94.23%	0.97	0.91	0.92
1.85	3.65	4.75	52.73%	26.73%	20.54%	97.56%	0.94	0.99	1.05
1.90	3.50	4.00	49.56%	26.90%	23.54%	94.16%	0.96	0.95	0.89
1.90	3.50	4.00	49.56%	26.90%	23.54%	94.16%	0.96	0.95	0.89
1.89	3.65	4.60	51.85%	26.85%	21.30%	97.99%	0.96	0.99	1.02
2.10	3.45	4.00	46.87%	28.53%	24.61%	98.42%	1.06	0.94	0.89
1.90	3.50	4.00	49.56%	26.90%	23.54%	94.16%	0.96	0.95	0.89
1.90	3.45	4.25	50.06%	27.57%	22.38%	95.11%	0.96	0.94	0.94
1.92	3.45	4.00	49.10%	27.33%	23.57%	94.28%	0.97	0.94	0.89
1.88	3.30	3.92	48.80%	27.80%	23.40%	91.74%	0.95	0.90	0.87
1.80	3.00	3.40	46.96%	28.18%	24.86%	84.53%	0.91	0.81	0.75
1.90	3.50	4.20	50.12%	27.21%	22.67%	95.23%	0.96	0.95	0.93
1.85	3.30	3.65	48.37%	27.12%	24.52%	89.48%	0.94	0.90	0.81
1.83	3.65	4.60	52.65%	26.40%	20.95%	96.36%	0.93	0.99	1.02
1.77	3.45	4.60	52.69%	27.03%	20.27%	93.26%	0.90	0.94	1.02
1.88	3.45	3.75	48.87%	26.63%	24.50%	91.87%	0.95	0.94	0.83
1.98	3.40	3.60	46.90%	27.31%	25.79%	92.86%	1.00	0.92	0.80
1.90	3.60	4.50	51.28%	27.07%	21.65%	97.44%	0.96	0.98	1.00
1.85	3.30	3.65	48.37%	27.12%	24.52%	89.48%	0.94	0.90	0.81
1.85	3.30	3.65	48.37%	27.12%	24.52%	89.48%	0.94	0.90	0.81
1.89	3.50	4.10	49.98%	26.99%	23.04%	94.45%	0.96	0.95	0.91
1.78	3.58	4.50	52.83%	26.27%	20.90%	94.04%	0.90	0.97	1.00
1.89	3.40	4.33	50.19%	27.90%	21.91%	94.86%	0.96	0.92	0.96
1.90	3.50	4.00	49.56%	26.90%	23.54%	94.16%	0.96	0.95	0.89
1.86	3.66	4.54	52.14%	26.50%	21.36%	96.98%	0.94	0.99	1.01
1.85	3.60	4.50	51.95%	26.70%	21.36%	96.10%	0.94	0.98	1.00
1.95	3.50	4.00	48.91%	27.25%	23.84%	95.37%	0.99	0.95	0.89
1.88	3.15	3.50	46.86%	27.97%	25.17%	88.10%	0.95	0.86	0.78
1.80	3.40	4.45	51.71%	27.38%	20.92%	93.08%	0.91	0.92	0.99
1.83	3.70	4.30	52.08%	25.76%	22.16%	95.30%	0.93	1.00	0.95
1.85	3.50	4.40	51.31%	27.12%	21.57%	94.92%	0.94	0.95	0.98
1.91	3.40	4.10	49.32%	27.71%	22.98%	94.20%	0.97	0.92	0.91
1.85	3.70	4.75	52.92%	26.46%	20.61%	97.91%	0.94	1.00	1.05
1.88	3.50	4.40	50.91%	27.34%	21.75%	95.70%	0.95	0.95	0.98
1.85	3.30	4.00	49.43%	27.71%	22.86%	91.44%	0.94	0.90	0.89
1.80	3.40	4.45	51.71%	27.38%	20.92%	93.08%	0.91	0.92	0.99
1.86	3.45	4.24	50.56%	27.26%	22.18%	94.04%	0.94	0.94	0.94
1.83	3.50	4.55	51.95%	27.16%	20.89%	95.06%	0.93	0.95	1.01
1.89	3.66	4.75	52.24%	26.98%	20.79%	98.73%	0.96	0.99	1.05
1.93	3.35	4.24	49.23%	28.36%	22.41%	95.01%	0.98	0.91	0.94
1.77	3.70	4.75	54.02%	25.84%	20.13%	95.62%	0.90	1.00	1.05
1.85	3.60	4.50	51.95%	26.70%	21.36%	96.10%	0.94	0.98	1.00
1.83	3.60	4.50	52.22%	26.54%	21.24%	95.56%	0.93	0.98	1.00
2.04	3.45	3.90	47.30%	27.97%	24.74%	96.48%	1.03	0.94	0.87
1.85	3.65	4.40	51.89%	26.30%	21.82%	95.99%	0.94	0.99	0.98
1.90	3.50	4.00	49.56%	26.90%	23.54%	94.16%	0.96	0.95	0.89
1.85	3.60	4.50	51.95%	26.70%	21.36%	96.10%	0.94	0.98	1.00
1.83	3.40	4.50	51.42%	27.67%	20.91%	94.09%	0.93	0.92	1.00
1.80	3.58	4.50	52.55%	26.42%	21.02%	94.60%	0.91	0.97	1.00
1.89	3.64	4.72	52.09%	27.05%	20.86%	98.46%	0.96	0.99	1.05
1.97	3.45	3.96	48.34%	27.61%	24.05%	95.24%	1.00	0.94	0.88
2.00	3.50	4.00	48.28%	27.59%	24.14%	96.55%	1.01	0.95	0.89
1.83	3.72	4.85	53.50%	26.32%	20.19%	97.90%	0.93	1.01	1.08
1.91	3.50	4.20	49.99%	27.28%	22.73%	95.48%	0.97	0.95	0.93
1.95	3.50	4.00	48.91%	27.25%	23.84%	95.37%	0.99	0.95	0.89
2.00	3.40	3.80	47.29%	27.82%	24.89%	94.58%	1.01	0.92	0.84
1.85	3.50	4.50	51.55%	27.25%	21.19%	95.38%	0.94	0.95	1.00
1.90	3.60	4.33	50.85%	26.84%	22.31%	96.61%	0.96	0.98	0.96
2.00	3.15	3.95	46.70%	29.65%	23.65%	93.40%	1.01	0.86	0.88
1.88	3.20	4.30	49.39%	29.02%	21.59%	92.85%	0.95	0.87	0.95
1.87	3.40	4.14	49.96%	27.48%	22.57%	93.42%	0.95	0.92	0.92
1.82	3.40	4.41	51.33%	27.48%	21.19%	93.43%	0.92	0.92	0.98
1.90	3.50	4.16	50.01%	27.15%	22.84%	95.02%	0.96	0.95	0.92
2.00	3.50	3.75	47.51%	27.15%	25.34%	95.02%	1.01	0.95	0.83
2.00	3.25	3.30	45.02%	27.70%	27.28%	90.03%	1.01	0.88	0.73
2.00	3.20	3.80	46.48%	29.05%	24.46%	92.97%	1.01	0.87	0.84
1.85	3.35	4.20	50.18%	27.71%	22.10%	92.84%	0.94	0.91	0.93
1.90	3.35	4.00	48.97%	27.77%	23.26%	93.04%	0.96	0.91	0.89
1.90	3.40	3.90	48.88%	27.31%	23.81%	92.86%	0.96	0.92	0.87
1.87	3.30	4.25	49.83%	28.24%	21.93%	93.19%	0.95	0.90	0.94
1.90	3.50	4.10	49.84%	27.06%	23.10%	94.70%	0.96	0.95	0.91
1.78	3.49	4.53	52.55%	26.80%	20.65%	93.54%	0.90	0.95	1.01
1.85	3.60	4.20	51.17%	26.29%	22.54%	94.66%	0.94	0.98	0.93
1.95	3.40	3.90	48.23%	27.66%	24.11%	94.04%	0.99	0.92	0.87
1.85	3.60	4.50	51.95%	26.70%	21.36%	96.10%	0.94	0.98	1.00
1.82	3.60	4.65	52.72%	26.65%	20.63%	95.94%	0.92	0.98	1.03
1.85	3.55	4.50	51.75%	26.97%	21.28%	95.74%	0.94	0.96	1.00
1.91	3.50	4.00	49.43%	26.97%	23.60%	94.40%	0.97	0.95	0.89
1.87	3.45	4.37	50.76%	27.51%	21.72%	94.93%	0.95	0.94	0.97
1.90	3.60	4.20	50.50%	26.65%	22.85%	95.95%	0.96	0.98	0.93
1.91	3.60	4.50	51.15%	27.14%	21.71%	97.70%	0.97	0.98	1.00
1.84	3.33	3.85	49.25%	27.21%	23.54%	90.62%	0.93	0.90	0.85
1.85	3.50	4.25	50.92%	26.91%	22.17%	94.20%	0.94	0.95	0.94
1.80	3.50	4.50	52.24%	26.87%	20.90%	94.03%	0.91	0.95	1.00
1.80	3.50	4.40	51.99%	26.74%	21.27%	93.59%	0.91	0.95	0.98
1.85	3.65	4.75	52.73%	26.73%	20.54%	97.56%	0.94	0.99	1.05
1.80	3.45	4.35	51.67%	26.96%	21.38%	93.00%	0.91	0.94	0.97
1.80	3.68	4.91	53.89%	26.36%	19.75%	97.00%	0.91	1.00	1.09
1.84	3.66	4.23	51.61%	25.94%	22.45%	94.96%	0.93	0.99	0.94
1.80	3.35	4.20	50.87%	27.33%	21.80%	91.56%	0.91	0.91	0.93
1.83	3.60	4.50	52.22%	26.54%	21.24%	95.56%	0.93	0.98	1.00
1.96	3.45	3.95	48.44%	27.52%	24.04%	94.95%	0.99	0.94	0.88
1.80	3.40	4.45	51.71%	27.38%	20.92%	93.08%	0.91	0.92	0.99
1.87	3.55	4.20	50.71%	26.71%	22.58%	94.83%	0.95	0.96	0.93
1.87	3.60	4.40	51.43%	26.71%	21.86%	96.17%	0.95	0.98	0.98
1.95	3.35	4.15	48.73%	28.37%	22.90%	95.03%	0.99	0.91	0.92
1.85	3.60	4.50	51.95%	26.70%	21.36%	96.10%	0.94	0.98	1.00
1.90	3.40	4.10	49.45%	27.63%	22.92%	93.96%	0.96	0.92	0.91
1.84	3.58	4.42	51.81%	26.63%	21.57%	95.32%	0.93	0.97	0.98
1.85	3.50	4.30	51.05%	26.98%	21.96%	94.45%	0.94	0.95	0.95
1.83	3.60	4.50	52.22%	26.54%	21.24%	95.56%	0.93	0.98	1.00
1.77	3.72	4.75	54.10%	25.74%	20.16%	95.76%	0.90	1.01	1.05
1.85	3.60	4.50	51.95%	26.70%	21.36%	96.10%	0.94	0.98	1.00
1.81	3.50	4.70	52.57%	27.19%	20.24%	95.15%	0.92	0.95	1.04
1.83	3.53	4.40	51.70%	26.80%	21.50%	94.61%	0.93	0.96	0.98
1.86	3.55	4.25	50.98%	26.71%	22.31%	94.82%	0.94	0.96	0.94
1.91	3.65	4.65	51.71%	27.06%	21.24%	98.76%	0.97	0.99	1.03
1.78	3.58	4.50	52.83%	26.27%	20.90%	94.04%	0.90	0.97	1.00
1.85	3.65	4.75	52.73%	26.73%	20.54%	97.56%	0.94	0.99	1.05
1.89	3.64	4.72	52.09%	27.05%	20.86%	98.46%	0.96	0.99	1.05
1.85	3.65	4.75	52.73%	26.73%	20.54%	97.56%	0.94	0.99	1.05
1.92	3.50	4.10	49.58%	27.20%	23.22%	95.20%	0.97	0.95	0.91
1.87	3.60	4.55	51.80%	26.91%	21.29%	96.87%	0.95	0.98	1.01
1.84	3.55	4.60	52.13%	27.02%	20.85%	95.92%	0.93	0.96	1.02
