3.45	3.15	2.10	26.75%	29.30%	43.95%	92.29%	0.92	0.92	0.93
3.75	3.25	2.05	25.11%	28.97%	45.93%	94.15%	1.00	0.95	0.90
3.60	3.20	2.15	26.32%	29.61%	44.07%	94.75%	0.96	0.93	0.95
3.80	3.30	2.10	25.25%	29.07%	45.68%	95.93%	1.01	0.96	0.93
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.35	3.15	2.16	27.67%	29.42%	42.91%	92.68%	0.89	0.92	0.95
3.70	3.30	2.15	26.03%	29.18%	44.79%	96.30%	0.99	0.96	0.95
3.30	3.15	2.08	27.52%	28.83%	43.66%	90.81%	0.88	0.92	0.92
3.30	3.20	2.00	27.16%	28.01%	44.82%	89.64%	0.88	0.93	0.88
3.05	3.10	2.22	29.78%	29.30%	40.92%	90.83%	0.81	0.90	0.98
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.70	3.35	2.10	25.86%	28.57%	45.57%	95.70%	0.99	0.98	0.93
3.35	3.25	2.11	27.64%	28.49%	43.88%	92.58%	0.89	0.95	0.93
3.65	3.20	2.05	25.50%	29.09%	45.41%	93.09%	0.97	0.93	0.90
3.65	3.20	2.05	25.50%	29.09%	45.41%	93.09%	0.97	0.93	0.90
